Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/siglip2_detector_testA.pt
Checkpoint: checkpoints/stage5_6/siglip2_5pct_seed2_hierarchical/selected.pt
Representation: {'name': 'siglip2', 'model_ids': {'siglip2': 'google/siglip2-base-patch16-224'}, 'candidate_feature_dim': 768, 'text_feature_dim': 768, 'component_normalization': {'siglip2_image': 'l2', 'siglip2_text': 'l2'}, 'fusion': 'none', 'similarity_source': 'normalized SigLIP 2 image/text embeddings', 'encoder_parameters': {'siglip2': {'total': 375187970, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.85
Count logit bias: [7.0, 0.0, 0.0, 8.5]
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.422656
T_acc: 0.920892
N_acc: 0.700315

[diagnostics]
num_samples: 19200
mean_precision: 0.591858
mean_recall: 0.575963
mean_f1: 0.577511
exact_set_accuracy: 0.422656
cardinality_accuracy: 0.735313
count_class_accuracy: 0.779323
count_class_evaluated: 19200
micro_precision: 0.566100
micro_recall: 0.497533
micro_f1: 0.529606
total_tp: 14722
total_fp: 11284
total_fn: 14868
no_target_total: 4448
no_target_accuracy: 0.700315
false_grounding_rate: 0.299685
single_target_total: 5917
single_target_localization_accuracy: 0.505662
single_target_exact_accuracy: 0.464425
multi_target_total: 8835
multi_target_mean_f1: 0.574425
multi_target_exact_accuracy: 0.254895

[no-target]
num_samples: 4448
mean_precision: 0.700315
mean_recall: 0.700315
mean_f1: 0.700315
exact_set_accuracy: 0.700315
cardinality_accuracy: 0.700315
count_class_accuracy: 0.700315
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1541
total_fn: 0

[single-target]
num_samples: 5917
mean_precision: 0.482931
mean_recall: 0.505662
mean_f1: 0.489803
exact_set_accuracy: 0.464425
cardinality_accuracy: 0.797702
count_class_accuracy: 0.797702
count_class_evaluated: 5917
micro_precision: 0.547684
micro_recall: 0.505662
micro_f1: 0.525835
total_tp: 2992
total_fp: 2471
total_fn: 2925

[multi-target]
num_samples: 8835
mean_precision: 0.610206
mean_recall: 0.560439
mean_f1: 0.574425
exact_set_accuracy: 0.254895
cardinality_accuracy: 0.711149
count_class_accuracy: 0.806791
count_class_evaluated: 8835
micro_precision: 0.617303
micro_recall: 0.495501
micro_f1: 0.549736
total_tp: 11730
total_fp: 7272
total_fn: 11943

[target-count 0]
num_samples: 4448
mean_precision: 0.700315
mean_recall: 0.700315
mean_f1: 0.700315
exact_set_accuracy: 0.700315
cardinality_accuracy: 0.700315
count_class_accuracy: 0.700315
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1541
total_fn: 0

[target-count 1]
num_samples: 5917
mean_precision: 0.482931
mean_recall: 0.505662
mean_f1: 0.489803
exact_set_accuracy: 0.464425
cardinality_accuracy: 0.797702
count_class_accuracy: 0.797702
count_class_evaluated: 5917
micro_precision: 0.547684
micro_recall: 0.505662
micro_f1: 0.525835
total_tp: 2992
total_fp: 2471
total_fn: 2925

[target-count 2]
num_samples: 5940
mean_precision: 0.638437
mean_recall: 0.629798
mean_f1: 0.629142
exact_set_accuracy: 0.342088
cardinality_accuracy: 0.861616
count_class_accuracy: 0.861616
count_class_evaluated: 5940
micro_precision: 0.644333
micro_recall: 0.629798
micro_f1: 0.636983
total_tp: 7482
total_fp: 4130
total_fn: 4398

[target-count 3+]
num_samples: 2895
mean_precision: 0.552281
mean_recall: 0.418128
mean_f1: 0.462157
exact_set_accuracy: 0.075993
cardinality_accuracy: 0.402418
count_class_accuracy: 0.694301
count_class_evaluated: 2895
micro_precision: 0.574831
micro_recall: 0.360214
micro_f1: 0.442892
total_tp: 4248
total_fp: 3142
total_fn: 7545
