Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/siglip2_detector_testB.pt
Checkpoint: checkpoints/stage5/siglip2_1pct_seed2/best.pt
Representation: {'name': 'siglip2', 'model_ids': {'siglip2': 'google/siglip2-base-patch16-224'}, 'candidate_feature_dim': 768, 'text_feature_dim': 768, 'component_normalization': {'siglip2_image': 'l2', 'siglip2_text': 'l2'}, 'fusion': 'none', 'similarity_source': 'normalized SigLIP 2 image/text embeddings', 'encoder_parameters': {'siglip2': {'total': 375187970, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.5
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.306356
T_acc: 0.381387
N_acc: 0.952065

[diagnostics]
num_samples: 16063
mean_precision: 0.371911
mean_recall: 0.374348
mean_f1: 0.371458
exact_set_accuracy: 0.306356
cardinality_accuracy: 0.476437
count_class_accuracy: 0.476437
count_class_evaluated: 16063
micro_precision: 0.333844
micro_recall: 0.143018
micro_f1: 0.200249
total_tp: 3050
total_fp: 6086
total_fn: 18276
no_target_total: 4673
no_target_accuracy: 0.952065
false_grounding_rate: 0.047935
single_target_total: 5646
single_target_localization_accuracy: 0.038966
single_target_exact_accuracy: 0.000000
multi_target_total: 5744
multi_target_mean_f1: 0.238695
multi_target_exact_accuracy: 0.082173

[no-target]
num_samples: 4673
mean_precision: 0.952065
mean_recall: 0.952065
mean_f1: 0.952065
exact_set_accuracy: 0.952065
cardinality_accuracy: 0.952065
count_class_accuracy: 0.952065
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 448
total_fn: 0

[single-target]
num_samples: 5646
mean_precision: 0.019483
mean_recall: 0.038966
mean_f1: 0.025977
exact_set_accuracy: 0.000000
cardinality_accuracy: 0.000000
count_class_accuracy: 0.000000
count_class_evaluated: 5646
micro_precision: 0.164179
micro_recall: 0.038966
micro_f1: 0.062983
total_tp: 220
total_fp: 1120
total_fn: 5426

[multi-target]
num_samples: 5744
mean_precision: 0.246344
mean_recall: 0.234009
mean_f1: 0.238695
exact_set_accuracy: 0.082173
cardinality_accuracy: 0.557799
count_class_accuracy: 0.557799
count_class_evaluated: 5744
micro_precision: 0.385139
micro_recall: 0.180485
micro_f1: 0.245788
total_tp: 2830
total_fp: 4518
total_fn: 12850

[target-count 0]
num_samples: 4673
mean_precision: 0.952065
mean_recall: 0.952065
mean_f1: 0.952065
exact_set_accuracy: 0.952065
cardinality_accuracy: 0.952065
count_class_accuracy: 0.952065
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 448
total_fn: 0

[target-count 1]
num_samples: 5646
mean_precision: 0.019483
mean_recall: 0.038966
mean_f1: 0.025977
exact_set_accuracy: 0.000000
cardinality_accuracy: 0.000000
count_class_accuracy: 0.000000
count_class_evaluated: 5646
micro_precision: 0.164179
micro_recall: 0.038966
micro_f1: 0.062983
total_tp: 220
total_fp: 1120
total_fn: 5426

[target-count 2]
num_samples: 3957
mean_precision: 0.309073
mean_recall: 0.309073
mean_f1: 0.309073
exact_set_accuracy: 0.119282
cardinality_accuracy: 0.809704
count_class_accuracy: 0.809704
count_class_evaluated: 3957
micro_precision: 0.381710
micro_recall: 0.309073
micro_f1: 0.341572
total_tp: 2446
total_fp: 3962
total_fn: 5468

[target-count 3+]
num_samples: 1787
mean_precision: 0.107443
mean_recall: 0.067795
mean_f1: 0.082858
exact_set_accuracy: 0.000000
cardinality_accuracy: 0.000000
count_class_accuracy: 0.000000
count_class_evaluated: 1787
micro_precision: 0.408511
micro_recall: 0.049446
micro_f1: 0.088215
total_tp: 384
total_fp: 556
total_fn: 7382
