Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/siglip2_detector_testA.pt
Checkpoint: checkpoints/stage5_6/siglip2_5pct_seed1_hierarchical/selected.pt
Representation: {'name': 'siglip2', 'model_ids': {'siglip2': 'google/siglip2-base-patch16-224'}, 'candidate_feature_dim': 768, 'text_feature_dim': 768, 'component_normalization': {'siglip2_image': 'l2', 'siglip2_text': 'l2'}, 'fusion': 'none', 'similarity_source': 'normalized SigLIP 2 image/text embeddings', 'encoder_parameters': {'siglip2': {'total': 375187970, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.7
Count logit bias: [1.0, 0.0, 0.0, 2.0]
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.399792
T_acc: 0.967665
N_acc: 0.608813

[diagnostics]
num_samples: 19200
mean_precision: 0.576331
mean_recall: 0.549663
mean_f1: 0.555221
exact_set_accuracy: 0.399792
cardinality_accuracy: 0.743958
count_class_accuracy: 0.773542
count_class_evaluated: 19200
micro_precision: 0.543204
micro_recall: 0.478236
micro_f1: 0.508654
total_tp: 14151
total_fp: 11900
total_fn: 15439
no_target_total: 4448
no_target_accuracy: 0.608813
false_grounding_rate: 0.391187
single_target_total: 5917
single_target_localization_accuracy: 0.531350
single_target_exact_accuracy: 0.492986
multi_target_total: 8835
multi_target_mean_f1: 0.552792
multi_target_exact_accuracy: 0.232145

[no-target]
num_samples: 4448
mean_precision: 0.608813
mean_recall: 0.608813
mean_f1: 0.608813
exact_set_accuracy: 0.608813
cardinality_accuracy: 0.608813
count_class_accuracy: 0.608813
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1977
total_fn: 0

[single-target]
num_samples: 5917
mean_precision: 0.512168
mean_recall: 0.531350
mean_f1: 0.518562
exact_set_accuracy: 0.492986
cardinality_accuracy: 0.884908
count_class_accuracy: 0.884908
count_class_evaluated: 5917
micro_precision: 0.535058
micro_recall: 0.531350
micro_f1: 0.533198
total_tp: 3144
total_fp: 2732
total_fn: 2773

[multi-target]
num_samples: 8835
mean_precision: 0.602948
mean_recall: 0.532148
mean_f1: 0.552792
exact_set_accuracy: 0.232145
cardinality_accuracy: 0.717600
count_class_accuracy: 0.781890
count_class_evaluated: 8835
micro_precision: 0.604847
micro_recall: 0.464960
micro_f1: 0.525758
total_tp: 11007
total_fp: 7191
total_fn: 12666

[target-count 0]
num_samples: 4448
mean_precision: 0.608813
mean_recall: 0.608813
mean_f1: 0.608813
exact_set_accuracy: 0.608813
cardinality_accuracy: 0.608813
count_class_accuracy: 0.608813
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1977
total_fn: 0

[target-count 1]
num_samples: 5917
mean_precision: 0.512168
mean_recall: 0.531350
mean_f1: 0.518562
exact_set_accuracy: 0.492986
cardinality_accuracy: 0.884908
count_class_accuracy: 0.884908
count_class_evaluated: 5917
micro_precision: 0.535058
micro_recall: 0.531350
micro_f1: 0.533198
total_tp: 3144
total_fp: 2732
total_fn: 2773

[target-count 2]
num_samples: 5940
mean_precision: 0.623158
mean_recall: 0.608249
mean_f1: 0.612540
exact_set_accuracy: 0.320539
cardinality_accuracy: 0.934680
count_class_accuracy: 0.934680
count_class_evaluated: 5940
micro_precision: 0.624978
micro_recall: 0.608249
micro_f1: 0.616500
total_tp: 7226
total_fp: 4336
total_fn: 4654

[target-count 3+]
num_samples: 2895
mean_precision: 0.561481
mean_recall: 0.376003
mean_f1: 0.430201
exact_set_accuracy: 0.050777
cardinality_accuracy: 0.272193
count_class_accuracy: 0.468394
count_class_evaluated: 2895
micro_precision: 0.569771
micro_recall: 0.320614
micro_f1: 0.410332
total_tp: 3781
total_fp: 2855
total_fn: 8012
