Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/clip_dinov2_detector_testB.pt
Checkpoint: checkpoints/stage5_6/clip_dinov2_5pct_seed0_hierarchical/selected.pt
Representation: {'name': 'clip_dinov2', 'model_ids': {'clip': 'ViT-B/32', 'dinov2': 'facebook/dinov2-base'}, 'candidate_feature_dim': 1280, 'text_feature_dim': 512, 'component_normalization': {'clip_image': 'l2', 'clip_text': 'l2', 'dinov2_cls': 'l2'}, 'fusion': 'concatenate normalized CLIP image and DINOv2 CLS features', 'similarity_source': 'normalized CLIP image/text subspace', 'encoder_parameters': {'clip': {'total': 151277313, 'trainable': 0}, 'dinov2': {'total': 86580480, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.8
Count logit bias: [4.5, 0.0, 0.0, 10.0]
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.294030
T_acc: 0.809570
N_acc: 0.668735

[diagnostics]
num_samples: 16063
mean_precision: 0.413192
mean_recall: 0.415308
mean_f1: 0.408792
exact_set_accuracy: 0.294030
cardinality_accuracy: 0.621304
count_class_accuracy: 0.668119
count_class_evaluated: 16063
micro_precision: 0.350081
micro_recall: 0.314639
micro_f1: 0.331415
total_tp: 6710
total_fp: 12457
total_fn: 14616
no_target_total: 4673
no_target_accuracy: 0.668735
false_grounding_rate: 0.331265
single_target_total: 5646
single_target_localization_accuracy: 0.226001
single_target_exact_accuracy: 0.165604
multi_target_total: 5744
multi_target_mean_f1: 0.401013
multi_target_exact_accuracy: 0.115425

[no-target]
num_samples: 4673
mean_precision: 0.668735
mean_recall: 0.668735
mean_f1: 0.668735
exact_set_accuracy: 0.668735
cardinality_accuracy: 0.668735
count_class_accuracy: 0.668735
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 2038
total_fn: 0

[single-target]
num_samples: 5646
mean_precision: 0.191493
mean_recall: 0.226001
mean_f1: 0.201559
exact_set_accuracy: 0.165604
cardinality_accuracy: 0.538789
count_class_accuracy: 0.538789
count_class_evaluated: 5646
micro_precision: 0.272941
micro_recall: 0.226001
micro_f1: 0.247263
total_tp: 1276
total_fp: 3399
total_fn: 4370

[multi-target]
num_samples: 5744
mean_precision: 0.423212
mean_recall: 0.395211
mean_f1: 0.401013
exact_set_accuracy: 0.115425
cardinality_accuracy: 0.663823
count_class_accuracy: 0.794742
count_class_evaluated: 5744
micro_precision: 0.436326
micro_recall: 0.346556
micro_f1: 0.386294
total_tp: 5434
total_fp: 7020
total_fn: 10246

[target-count 0]
num_samples: 4673
mean_precision: 0.668735
mean_recall: 0.668735
mean_f1: 0.668735
exact_set_accuracy: 0.668735
cardinality_accuracy: 0.668735
count_class_accuracy: 0.668735
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 2038
total_fn: 0

[target-count 1]
num_samples: 5646
mean_precision: 0.191493
mean_recall: 0.226001
mean_f1: 0.201559
exact_set_accuracy: 0.165604
cardinality_accuracy: 0.538789
count_class_accuracy: 0.538789
count_class_evaluated: 5646
micro_precision: 0.272941
micro_recall: 0.226001
micro_f1: 0.247263
total_tp: 1276
total_fp: 3399
total_fn: 4370

[target-count 2]
num_samples: 3957
mean_precision: 0.432440
mean_recall: 0.433788
mean_f1: 0.428953
exact_set_accuracy: 0.147839
cardinality_accuracy: 0.793278
count_class_accuracy: 0.793025
count_class_evaluated: 3957
micro_precision: 0.453501
micro_recall: 0.433788
micro_f1: 0.443425
total_tp: 3433
total_fp: 4137
total_fn: 4481

[target-count 3+]
num_samples: 1787
mean_precision: 0.402779
mean_recall: 0.309788
mean_f1: 0.339145
exact_set_accuracy: 0.043649
cardinality_accuracy: 0.377168
count_class_accuracy: 0.798545
count_class_evaluated: 1787
micro_precision: 0.409705
micro_recall: 0.257662
micro_f1: 0.316364
total_tp: 2001
total_fp: 2883
total_fn: 5765
