Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/siglip2_detector_testA.pt
Checkpoint: checkpoints/stage5_6/siglip2_1pct_seed0_hierarchical/selected.pt
Representation: {'name': 'siglip2', 'model_ids': {'siglip2': 'google/siglip2-base-patch16-224'}, 'candidate_feature_dim': 768, 'text_feature_dim': 768, 'component_normalization': {'siglip2_image': 'l2', 'siglip2_text': 'l2'}, 'fusion': 'none', 'similarity_source': 'normalized SigLIP 2 image/text embeddings', 'encoder_parameters': {'siglip2': {'total': 375187970, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.8
Count logit bias: [3.0, 0.0, 0.0, 6.5]
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.285313
T_acc: 0.653674
N_acc: 0.842401

[diagnostics]
num_samples: 19200
mean_precision: 0.452274
mean_recall: 0.467947
mean_f1: 0.452192
exact_set_accuracy: 0.285313
cardinality_accuracy: 0.507865
count_class_accuracy: 0.554635
count_class_evaluated: 19200
micro_precision: 0.475467
micro_recall: 0.384792
micro_f1: 0.425351
total_tp: 11386
total_fp: 12561
total_fn: 18204
no_target_total: 4448
no_target_accuracy: 0.842401
false_grounding_rate: 0.157599
single_target_total: 5917
single_target_localization_accuracy: 0.131993
single_target_exact_accuracy: 0.051039
multi_target_total: 8835
multi_target_mean_f1: 0.494634
multi_target_exact_accuracy: 0.161743

[no-target]
num_samples: 4448
mean_precision: 0.842401
mean_recall: 0.842401
mean_f1: 0.842401
exact_set_accuracy: 0.842401
cardinality_accuracy: 0.842401
count_class_accuracy: 0.842401
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1353
total_fn: 0

[single-target]
num_samples: 5917
mean_precision: 0.081995
mean_recall: 0.131993
mean_f1: 0.095488
exact_set_accuracy: 0.051039
cardinality_accuracy: 0.126584
count_class_accuracy: 0.126584
count_class_evaluated: 5917
micro_precision: 0.288405
micro_recall: 0.131993
micro_f1: 0.181101
total_tp: 781
total_fp: 1927
total_fn: 5136

[multi-target]
num_samples: 8835
mean_precision: 0.503848
mean_recall: 0.504423
mean_f1: 0.494634
exact_set_accuracy: 0.161743
cardinality_accuracy: 0.594793
count_class_accuracy: 0.696435
count_class_evaluated: 8835
micro_precision: 0.533290
micro_recall: 0.447979
micro_f1: 0.486926
total_tp: 10605
total_fp: 9281
total_fn: 13068

[target-count 0]
num_samples: 4448
mean_precision: 0.842401
mean_recall: 0.842401
mean_f1: 0.842401
exact_set_accuracy: 0.842401
cardinality_accuracy: 0.842401
count_class_accuracy: 0.842401
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1353
total_fn: 0

[target-count 1]
num_samples: 5917
mean_precision: 0.081995
mean_recall: 0.131993
mean_f1: 0.095488
exact_set_accuracy: 0.051039
cardinality_accuracy: 0.126584
count_class_accuracy: 0.126584
count_class_evaluated: 5917
micro_precision: 0.288405
micro_recall: 0.131993
micro_f1: 0.181101
total_tp: 781
total_fp: 1927
total_fn: 5136

[target-count 2]
num_samples: 5940
mean_precision: 0.509091
mean_recall: 0.556818
mean_f1: 0.526139
exact_set_accuracy: 0.200842
cardinality_accuracy: 0.653199
count_class_accuracy: 0.653199
count_class_evaluated: 5940
micro_precision: 0.541769
micro_recall: 0.556818
micro_f1: 0.549191
total_tp: 6615
total_fp: 5595
total_fn: 5265

[target-count 3+]
num_samples: 2895
mean_precision: 0.493092
mean_recall: 0.396919
mean_f1: 0.429991
exact_set_accuracy: 0.081520
cardinality_accuracy: 0.474957
count_class_accuracy: 0.785147
count_class_evaluated: 2895
micro_precision: 0.519802
micro_recall: 0.338336
micro_f1: 0.409882
total_tp: 3990
total_fp: 3686
total_fn: 7803
