Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/siglip2_detector_testB.pt
Checkpoint: checkpoints/stage5_6/siglip2_10pct_seed0_hierarchical/selected.pt
Representation: {'name': 'siglip2', 'model_ids': {'siglip2': 'google/siglip2-base-patch16-224'}, 'candidate_feature_dim': 768, 'text_feature_dim': 768, 'component_normalization': {'siglip2_image': 'l2', 'siglip2_text': 'l2'}, 'fusion': 'none', 'similarity_source': 'normalized SigLIP 2 image/text embeddings', 'encoder_parameters': {'siglip2': {'total': 375187970, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.85
Count logit bias: [5.0, 0.0, 0.0, 5.5]
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.421652
T_acc: 0.922827
N_acc: 0.665097

[diagnostics]
num_samples: 16063
mean_precision: 0.551179
mean_recall: 0.533377
mean_f1: 0.536537
exact_set_accuracy: 0.421652
cardinality_accuracy: 0.744381
count_class_accuracy: 0.776443
count_class_evaluated: 16063
micro_precision: 0.493389
micro_recall: 0.433930
micro_f1: 0.461753
total_tp: 9254
total_fp: 9502
total_fn: 12072
no_target_total: 4673
no_target_accuracy: 0.665097
false_grounding_rate: 0.334903
single_target_total: 5646
single_target_localization_accuracy: 0.473255
single_target_exact_accuracy: 0.450407
multi_target_total: 5744
multi_target_mean_f1: 0.502275
multi_target_exact_accuracy: 0.195334

[no-target]
num_samples: 4673
mean_precision: 0.665097
mean_recall: 0.665097
mean_f1: 0.665097
exact_set_accuracy: 0.665097
cardinality_accuracy: 0.665097
count_class_accuracy: 0.665097
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1702
total_fn: 0

[single-target]
num_samples: 5646
mean_precision: 0.461182
mean_recall: 0.473255
mean_f1: 0.464990
exact_set_accuracy: 0.450407
cardinality_accuracy: 0.825363
count_class_accuracy: 0.825363
count_class_evaluated: 5646
micro_precision: 0.515731
micro_recall: 0.473255
micro_f1: 0.493581
total_tp: 2672
total_fp: 2509
total_fn: 2974

[multi-target]
num_samples: 5744
mean_precision: 0.546962
mean_recall: 0.485312
mean_f1: 0.502275
exact_set_accuracy: 0.195334
cardinality_accuracy: 0.729283
count_class_accuracy: 0.818942
count_class_evaluated: 5744
micro_precision: 0.554367
micro_recall: 0.419770
micro_f1: 0.477770
total_tp: 6582
total_fp: 5291
total_fn: 9098

[target-count 0]
num_samples: 4673
mean_precision: 0.665097
mean_recall: 0.665097
mean_f1: 0.665097
exact_set_accuracy: 0.665097
cardinality_accuracy: 0.665097
count_class_accuracy: 0.665097
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1702
total_fn: 0

[target-count 1]
num_samples: 5646
mean_precision: 0.461182
mean_recall: 0.473255
mean_f1: 0.464990
exact_set_accuracy: 0.450407
cardinality_accuracy: 0.825363
count_class_accuracy: 0.825363
count_class_evaluated: 5646
micro_precision: 0.515731
micro_recall: 0.473255
micro_f1: 0.493581
total_tp: 2672
total_fp: 2509
total_fn: 2974

[target-count 2]
num_samples: 3957
mean_precision: 0.556482
mean_recall: 0.546753
mean_f1: 0.549052
exact_set_accuracy: 0.265100
cardinality_accuracy: 0.928481
count_class_accuracy: 0.928228
count_class_evaluated: 3957
micro_precision: 0.562533
micro_recall: 0.546753
micro_f1: 0.554530
total_tp: 4327
total_fp: 3365
total_fn: 3587

[target-count 3+]
num_samples: 1787
mean_precision: 0.525881
mean_recall: 0.349261
mean_f1: 0.398694
exact_set_accuracy: 0.040851
cardinality_accuracy: 0.288193
count_class_accuracy: 0.576945
count_class_evaluated: 1787
micro_precision: 0.539345
micro_recall: 0.290368
micro_f1: 0.377501
total_tp: 2255
total_fp: 1926
total_fn: 5511
