Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/clip_dinov2_detector_testB.pt
Checkpoint: checkpoints/stage5_6/clip_dinov2_1pct_seed0_hierarchical/selected.pt
Representation: {'name': 'clip_dinov2', 'model_ids': {'clip': 'ViT-B/32', 'dinov2': 'facebook/dinov2-base'}, 'candidate_feature_dim': 1280, 'text_feature_dim': 512, 'component_normalization': {'clip_image': 'l2', 'clip_text': 'l2', 'dinov2_cls': 'l2'}, 'fusion': 'concatenate normalized CLIP image and DINOv2 CLS features', 'similarity_source': 'normalized CLIP image/text subspace', 'encoder_parameters': {'clip': {'total': 151277313, 'trainable': 0}, 'dinov2': {'total': 86580480, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.5
Count logit bias: [2.5, 0.0, 0.0, 4.5]
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.269377
T_acc: 0.530553
N_acc: 0.836936

[diagnostics]
num_samples: 16063
mean_precision: 0.361352
mean_recall: 0.385697
mean_f1: 0.366587
exact_set_accuracy: 0.269377
cardinality_accuracy: 0.418913
count_class_accuracy: 0.463301
count_class_evaluated: 16063
micro_precision: 0.265450
micro_recall: 0.218325
micro_f1: 0.239592
total_tp: 4656
total_fp: 12884
total_fn: 16670
no_target_total: 4673
no_target_accuracy: 0.836936
false_grounding_rate: 0.163064
single_target_total: 5646
single_target_localization_accuracy: 0.092986
single_target_exact_accuracy: 0.002125
multi_target_total: 5744
multi_target_mean_f1: 0.292336
multi_target_exact_accuracy: 0.070334

[no-target]
num_samples: 4673
mean_precision: 0.836936
mean_recall: 0.836936
mean_f1: 0.836936
exact_set_accuracy: 0.836936
cardinality_accuracy: 0.836936
count_class_accuracy: 0.836936
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 2057
total_fn: 0

[single-target]
num_samples: 5646
mean_precision: 0.037714
mean_recall: 0.092986
mean_f1: 0.052837
exact_set_accuracy: 0.002125
cardinality_accuracy: 0.010273
count_class_accuracy: 0.010273
count_class_evaluated: 5646
micro_precision: 0.148347
micro_recall: 0.092986
micro_f1: 0.114317
total_tp: 525
total_fp: 3014
total_fn: 5121

[multi-target]
num_samples: 5744
mean_precision: 0.292559
mean_recall: 0.306312
mean_f1: 0.292336
exact_set_accuracy: 0.070334
cardinality_accuracy: 0.480501
count_class_accuracy: 0.604631
count_class_evaluated: 5744
micro_precision: 0.345864
micro_recall: 0.263457
micro_f1: 0.299088
total_tp: 4131
total_fp: 7813
total_fn: 11549

[target-count 0]
num_samples: 4673
mean_precision: 0.836936
mean_recall: 0.836936
mean_f1: 0.836936
exact_set_accuracy: 0.836936
cardinality_accuracy: 0.836936
count_class_accuracy: 0.836936
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 2057
total_fn: 0

[target-count 1]
num_samples: 5646
mean_precision: 0.037714
mean_recall: 0.092986
mean_f1: 0.052837
exact_set_accuracy: 0.002125
cardinality_accuracy: 0.010273
count_class_accuracy: 0.010273
count_class_evaluated: 5646
micro_precision: 0.148347
micro_recall: 0.092986
micro_f1: 0.114317
total_tp: 525
total_fp: 3014
total_fn: 5121

[target-count 2]
num_samples: 3957
mean_precision: 0.303372
mean_recall: 0.343063
mean_f1: 0.318243
exact_set_accuracy: 0.095274
cardinality_accuracy: 0.554713
count_class_accuracy: 0.554713
count_class_evaluated: 3957
micro_precision: 0.371257
micro_recall: 0.343063
micro_f1: 0.356603
total_tp: 2715
total_fp: 4598
total_fn: 5199

[target-count 3+]
num_samples: 1787
mean_precision: 0.268616
mean_recall: 0.224935
mean_f1: 0.234968
exact_set_accuracy: 0.015109
cardinality_accuracy: 0.316172
count_class_accuracy: 0.715165
count_class_evaluated: 1787
micro_precision: 0.305765
micro_recall: 0.182333
micro_f1: 0.228442
total_tp: 1416
total_fp: 3215
total_fn: 6350
