Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/clip_dinov2_detector_testA.pt
Checkpoint: checkpoints/stage5_6/clip_dinov2_1pct_seed2_hierarchical/selected.pt
Representation: {'name': 'clip_dinov2', 'model_ids': {'clip': 'ViT-B/32', 'dinov2': 'facebook/dinov2-base'}, 'candidate_feature_dim': 1280, 'text_feature_dim': 512, 'component_normalization': {'clip_image': 'l2', 'clip_text': 'l2', 'dinov2_cls': 'l2'}, 'fusion': 'concatenate normalized CLIP image and DINOv2 CLS features', 'similarity_source': 'normalized CLIP image/text subspace', 'encoder_parameters': {'clip': {'total': 151277313, 'trainable': 0}, 'dinov2': {'total': 86580480, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.85
Count logit bias: [3.5, 0.0, 0.0, 5.0]
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.236719
T_acc: 0.627983
N_acc: 0.813174

[diagnostics]
num_samples: 19200
mean_precision: 0.398707
mean_recall: 0.439809
mean_f1: 0.408207
exact_set_accuracy: 0.236719
cardinality_accuracy: 0.402865
count_class_accuracy: 0.450677
count_class_evaluated: 19200
micro_precision: 0.385670
micro_recall: 0.349814
micro_f1: 0.366868
total_tp: 10351
total_fp: 16488
total_fn: 19239
no_target_total: 4448
no_target_accuracy: 0.813174
false_grounding_rate: 0.186826
single_target_total: 5917
single_target_localization_accuracy: 0.134359
single_target_exact_accuracy: 0.007436
multi_target_total: 8835
multi_target_mean_f1: 0.429230
multi_target_exact_accuracy: 0.100057

[no-target]
num_samples: 4448
mean_precision: 0.813174
mean_recall: 0.813174
mean_f1: 0.813174
exact_set_accuracy: 0.813174
cardinality_accuracy: 0.813174
count_class_accuracy: 0.813174
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 2309
total_fn: 0

[single-target]
num_samples: 5917
mean_precision: 0.051237
mean_recall: 0.134359
mean_f1: 0.072390
exact_set_accuracy: 0.007436
cardinality_accuracy: 0.019605
count_class_accuracy: 0.019605
count_class_evaluated: 5917
micro_precision: 0.203951
micro_recall: 0.134359
micro_f1: 0.161997
total_tp: 795
total_fp: 3103
total_fn: 5122

[multi-target]
num_samples: 8835
mean_precision: 0.422750
mean_recall: 0.456405
mean_f1: 0.429230
exact_set_accuracy: 0.100057
cardinality_accuracy: 0.452971
count_class_accuracy: 0.556876
count_class_evaluated: 8835
micro_precision: 0.463164
micro_recall: 0.403667
micro_f1: 0.431373
total_tp: 9556
total_fp: 11076
total_fn: 14117

[target-count 0]
num_samples: 4448
mean_precision: 0.813174
mean_recall: 0.813174
mean_f1: 0.813174
exact_set_accuracy: 0.813174
cardinality_accuracy: 0.813174
count_class_accuracy: 0.813174
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 2309
total_fn: 0

[target-count 1]
num_samples: 5917
mean_precision: 0.051237
mean_recall: 0.134359
mean_f1: 0.072390
exact_set_accuracy: 0.007436
cardinality_accuracy: 0.019605
count_class_accuracy: 0.019605
count_class_evaluated: 5917
micro_precision: 0.203951
micro_recall: 0.134359
micro_f1: 0.161997
total_tp: 795
total_fp: 3103
total_fn: 5122

[target-count 2]
num_samples: 5940
mean_precision: 0.420988
mean_recall: 0.509596
mean_f1: 0.456117
exact_set_accuracy: 0.119360
cardinality_accuracy: 0.432997
count_class_accuracy: 0.432997
count_class_evaluated: 5940
micro_precision: 0.467490
micro_recall: 0.509596
micro_f1: 0.487636
total_tp: 6054
total_fp: 6896
total_fn: 5826

[target-count 3+]
num_samples: 2895
mean_precision: 0.426367
mean_recall: 0.347267
mean_f1: 0.374062
exact_set_accuracy: 0.060449
cardinality_accuracy: 0.493955
count_class_accuracy: 0.811054
count_class_evaluated: 2895
micro_precision: 0.455871
micro_recall: 0.296956
micro_f1: 0.359641
total_tp: 3502
total_fp: 4180
total_fn: 8291
