Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/siglip2_detector_testA.pt
Checkpoint: checkpoints/stage5_6/siglip2_1pct_seed2_hierarchical/selected.pt
Representation: {'name': 'siglip2', 'model_ids': {'siglip2': 'google/siglip2-base-patch16-224'}, 'candidate_feature_dim': 768, 'text_feature_dim': 768, 'component_normalization': {'siglip2_image': 'l2', 'siglip2_text': 'l2'}, 'fusion': 'none', 'similarity_source': 'normalized SigLIP 2 image/text embeddings', 'encoder_parameters': {'siglip2': {'total': 375187970, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.7
Count logit bias: [1.0, 0.0, 0.0, 2.0]
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.306042
T_acc: 0.737392
N_acc: 0.781250

[diagnostics]
num_samples: 19200
mean_precision: 0.470438
mean_recall: 0.457807
mean_f1: 0.457086
exact_set_accuracy: 0.306042
cardinality_accuracy: 0.591667
count_class_accuracy: 0.626094
count_class_evaluated: 19200
micro_precision: 0.483724
micro_recall: 0.376648
micro_f1: 0.423523
total_tp: 11145
total_fp: 11895
total_fn: 18445
no_target_total: 4448
no_target_accuracy: 0.781250
false_grounding_rate: 0.218750
single_target_total: 5917
single_target_localization_accuracy: 0.174751
single_target_exact_accuracy: 0.128105
multi_target_total: 8835
multi_target_mean_f1: 0.494913
multi_target_exact_accuracy: 0.185965

[no-target]
num_samples: 4448
mean_precision: 0.781250
mean_recall: 0.781250
mean_f1: 0.781250
exact_set_accuracy: 0.781250
cardinality_accuracy: 0.781250
count_class_accuracy: 0.781250
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1349
total_fn: 0

[single-target]
num_samples: 5917
mean_precision: 0.149147
mean_recall: 0.174751
mean_f1: 0.156921
exact_set_accuracy: 0.128105
cardinality_accuracy: 0.328207
count_class_accuracy: 0.328207
count_class_evaluated: 5917
micro_precision: 0.329404
micro_recall: 0.174751
micro_f1: 0.228357
total_tp: 1034
total_fp: 2105
total_fn: 4883

[multi-target]
num_samples: 8835
mean_precision: 0.529134
mean_recall: 0.484538
mean_f1: 0.494913
exact_set_accuracy: 0.185965
cardinality_accuracy: 0.672666
count_class_accuracy: 0.747482
count_class_evaluated: 8835
micro_precision: 0.545009
micro_recall: 0.427111
micro_f1: 0.478911
total_tp: 10111
total_fp: 8441
total_fn: 13562

[target-count 0]
num_samples: 4448
mean_precision: 0.781250
mean_recall: 0.781250
mean_f1: 0.781250
exact_set_accuracy: 0.781250
cardinality_accuracy: 0.781250
count_class_accuracy: 0.781250
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1349
total_fn: 0

[target-count 1]
num_samples: 5917
mean_precision: 0.149147
mean_recall: 0.174751
mean_f1: 0.156921
exact_set_accuracy: 0.128105
cardinality_accuracy: 0.328207
count_class_accuracy: 0.328207
count_class_evaluated: 5917
micro_precision: 0.329404
micro_recall: 0.174751
micro_f1: 0.228357
total_tp: 1034
total_fp: 2105
total_fn: 4883

[target-count 2]
num_samples: 5940
mean_precision: 0.547472
mean_recall: 0.545875
mean_f1: 0.542442
exact_set_accuracy: 0.248653
cardinality_accuracy: 0.846970
count_class_accuracy: 0.846970
count_class_evaluated: 5940
micro_precision: 0.560550
micro_recall: 0.545875
micro_f1: 0.553115
total_tp: 6485
total_fp: 5084
total_fn: 5395

[target-count 3+]
num_samples: 2895
mean_precision: 0.491509
mean_recall: 0.358685
mean_f1: 0.397391
exact_set_accuracy: 0.057340
cardinality_accuracy: 0.315026
count_class_accuracy: 0.543351
count_class_evaluated: 2895
micro_precision: 0.519261
micro_recall: 0.307471
micro_f1: 0.386238
total_tp: 3626
total_fp: 3357
total_fn: 8167
