Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/clip_detector_testB.pt
Checkpoint: checkpoints/stage5/clip_1pct_seed0/last.pt
Representation: {'name': 'clip', 'model_ids': {'clip': 'ViT-B/32'}, 'candidate_feature_dim': 512, 'text_feature_dim': 512, 'component_normalization': {'clip_image': 'l2', 'clip_text': 'l2'}, 'fusion': 'none', 'encoder_parameters': {'clip': {'total': 151277313, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.5
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.196725
T_acc: 0.753819
N_acc: 0.419217

[diagnostics]
num_samples: 16063
mean_precision: 0.306574
mean_recall: 0.287878
mean_f1: 0.289604
exact_set_accuracy: 0.196725
cardinality_accuracy: 0.485526
count_class_accuracy: 0.485526
count_class_evaluated: 16063
micro_precision: 0.289390
micro_recall: 0.225218
micro_f1: 0.253303
total_tp: 4803
total_fp: 11794
total_fn: 16523
no_target_total: 4673
no_target_accuracy: 0.419217
false_grounding_rate: 0.580783
single_target_total: 5646
single_target_localization_accuracy: 0.167729
single_target_exact_accuracy: 0.119554
multi_target_total: 5744
multi_target_mean_f1: 0.319739
multi_target_exact_accuracy: 0.091574

[no-target]
num_samples: 4673
mean_precision: 0.419217
mean_recall: 0.419217
mean_f1: 0.419217
exact_set_accuracy: 0.419217
cardinality_accuracy: 0.419217
count_class_accuracy: 0.419217
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 3095
total_fn: 0

[single-target]
num_samples: 5646
mean_precision: 0.143642
mean_recall: 0.167729
mean_f1: 0.151671
exact_set_accuracy: 0.119554
cardinality_accuracy: 0.455898
count_class_accuracy: 0.455898
count_class_evaluated: 5646
micro_precision: 0.230526
micro_recall: 0.167729
micro_f1: 0.194177
total_tp: 947
total_fp: 3161
total_fn: 4699

[multi-target]
num_samples: 5744
mean_precision: 0.375087
mean_recall: 0.299127
mean_f1: 0.319739
exact_set_accuracy: 0.091574
cardinality_accuracy: 0.568593
count_class_accuracy: 0.568593
count_class_evaluated: 5744
micro_precision: 0.410475
micro_recall: 0.245918
micro_f1: 0.307570
total_tp: 3856
total_fp: 5538
total_fn: 11824

[target-count 0]
num_samples: 4673
mean_precision: 0.419217
mean_recall: 0.419217
mean_f1: 0.419217
exact_set_accuracy: 0.419217
cardinality_accuracy: 0.419217
count_class_accuracy: 0.419217
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 3095
total_fn: 0

[target-count 1]
num_samples: 5646
mean_precision: 0.143642
mean_recall: 0.167729
mean_f1: 0.151671
exact_set_accuracy: 0.119554
cardinality_accuracy: 0.455898
count_class_accuracy: 0.455898
count_class_evaluated: 5646
micro_precision: 0.230526
micro_recall: 0.167729
micro_f1: 0.194177
total_tp: 947
total_fp: 3161
total_fn: 4699

[target-count 2]
num_samples: 3957
mean_precision: 0.382108
mean_recall: 0.361511
mean_f1: 0.368377
exact_set_accuracy: 0.132929
cardinality_accuracy: 0.825373
count_class_accuracy: 0.825373
count_class_evaluated: 3957
micro_precision: 0.417603
micro_recall: 0.361511
micro_f1: 0.387538
total_tp: 2861
total_fp: 3990
total_fn: 5053

[target-count 3+]
num_samples: 1787
mean_precision: 0.359541
mean_recall: 0.160988
mean_f1: 0.212039
exact_set_accuracy: 0.000000
cardinality_accuracy: 0.000000
count_class_accuracy: 0.000000
count_class_evaluated: 1787
micro_precision: 0.391270
micro_recall: 0.128123
micro_f1: 0.193035
total_tp: 995
total_fp: 1548
total_fn: 6771
