Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/siglip2_detector_testA.pt
Checkpoint: checkpoints/stage5_6/siglip2_10pct_seed2_hierarchical/selected.pt
Representation: {'name': 'siglip2', 'model_ids': {'siglip2': 'google/siglip2-base-patch16-224'}, 'candidate_feature_dim': 768, 'text_feature_dim': 768, 'component_normalization': {'siglip2_image': 'l2', 'siglip2_text': 'l2'}, 'fusion': 'none', 'similarity_source': 'normalized SigLIP 2 image/text embeddings', 'encoder_parameters': {'siglip2': {'total': 375187970, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.95
Count logit bias: [10.0, 0.0, 0.0, 13.0]
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.466406
T_acc: 0.913842
N_acc: 0.737410

[diagnostics]
num_samples: 19200
mean_precision: 0.633299
mean_recall: 0.619142
mean_f1: 0.619829
exact_set_accuracy: 0.466406
cardinality_accuracy: 0.741458
count_class_accuracy: 0.784687
count_class_evaluated: 19200
micro_precision: 0.603791
micro_recall: 0.524231
micro_f1: 0.561205
total_tp: 15512
total_fp: 10179
total_fn: 14078
no_target_total: 4448
no_target_accuracy: 0.737410
false_grounding_rate: 0.262590
single_target_total: 5917
single_target_localization_accuracy: 0.602670
single_target_exact_accuracy: 0.570221
multi_target_total: 8835
multi_target_mean_f1: 0.580745
multi_target_exact_accuracy: 0.260441

[no-target]
num_samples: 4448
mean_precision: 0.737410
mean_recall: 0.737410
mean_f1: 0.737410
exact_set_accuracy: 0.737410
cardinality_accuracy: 0.737410
count_class_accuracy: 0.737410
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1374
total_fn: 0

[single-target]
num_samples: 5917
mean_precision: 0.584390
mean_recall: 0.602670
mean_f1: 0.589798
exact_set_accuracy: 0.570221
cardinality_accuracy: 0.820517
count_class_accuracy: 0.820517
count_class_evaluated: 5917
micro_precision: 0.655997
micro_recall: 0.602670
micro_f1: 0.628204
total_tp: 3566
total_fp: 1870
total_fn: 2351

[multi-target]
num_samples: 8835
mean_precision: 0.613639
mean_recall: 0.570631
mean_f1: 0.580745
exact_set_accuracy: 0.260441
cardinality_accuracy: 0.690549
count_class_accuracy: 0.784493
count_class_evaluated: 8835
micro_precision: 0.632700
micro_recall: 0.504626
micro_f1: 0.561451
total_tp: 11946
total_fp: 6935
total_fn: 11727

[target-count 0]
num_samples: 4448
mean_precision: 0.737410
mean_recall: 0.737410
mean_f1: 0.737410
exact_set_accuracy: 0.737410
cardinality_accuracy: 0.737410
count_class_accuracy: 0.737410
count_class_evaluated: 4448
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 1374
total_fn: 0

[target-count 1]
num_samples: 5917
mean_precision: 0.584390
mean_recall: 0.602670
mean_f1: 0.589798
exact_set_accuracy: 0.570221
cardinality_accuracy: 0.820517
count_class_accuracy: 0.820517
count_class_evaluated: 5917
micro_precision: 0.655997
micro_recall: 0.602670
micro_f1: 0.628204
total_tp: 3566
total_fp: 1870
total_fn: 2351

[target-count 2]
num_samples: 5940
mean_precision: 0.637795
mean_recall: 0.641077
mean_f1: 0.634506
exact_set_accuracy: 0.346633
cardinality_accuracy: 0.830303
count_class_accuracy: 0.830303
count_class_evaluated: 5940
micro_precision: 0.651887
micro_recall: 0.641077
micro_f1: 0.646437
total_tp: 7616
total_fp: 4067
total_fn: 4264

[target-count 3+]
num_samples: 2895
mean_precision: 0.564076
mean_recall: 0.426087
mean_f1: 0.470438
exact_set_accuracy: 0.083592
cardinality_accuracy: 0.403800
count_class_accuracy: 0.690501
count_class_evaluated: 2895
micro_precision: 0.601556
micro_recall: 0.367167
micro_f1: 0.456005
total_tp: 4330
total_fp: 2868
total_fn: 7463
