Frozen Representation Baseline GREC Evaluation
==============================================
Feature file: cache/features/stage5/clip_dinov2_detector_testB.pt
Checkpoint: checkpoints/stage5_6/clip_dinov2_5pct_seed1_hierarchical/selected.pt
Representation: {'name': 'clip_dinov2', 'model_ids': {'clip': 'ViT-B/32', 'dinov2': 'facebook/dinov2-base'}, 'candidate_feature_dim': 1280, 'text_feature_dim': 512, 'component_normalization': {'clip_image': 'l2', 'clip_text': 'l2', 'dinov2_cls': 'l2'}, 'fusion': 'concatenate normalized CLIP image and DINOv2 CLS features', 'similarity_source': 'normalized CLIP image/text subspace', 'encoder_parameters': {'clip': {'total': 151277313, 'trainable': 0}, 'dinov2': {'total': 86580480, 'trainable': 0}}}
Device: cuda
Selection policy: cardinality-threshold
Membership threshold: 0.925
Count logit bias: [8.0, 0.0, 0.0, 18.0]
Overlap metric: giou
Match threshold: 0.5
Prediction score threshold: None

[released GREC metrics]
F1_score: 0.272303
T_acc: 0.784899
N_acc: 0.674299

[diagnostics]
num_samples: 16063
mean_precision: 0.404688
mean_recall: 0.442654
mean_f1: 0.412278
exact_set_accuracy: 0.272303
cardinality_accuracy: 0.503206
count_class_accuracy: 0.553695
count_class_evaluated: 16063
micro_precision: 0.323560
micro_recall: 0.347229
micro_f1: 0.334977
total_tp: 7405
total_fp: 15481
total_fn: 13921
no_target_total: 4673
no_target_accuracy: 0.674299
false_grounding_rate: 0.325701
single_target_total: 5646
single_target_localization_accuracy: 0.262310
single_target_exact_accuracy: 0.115834
multi_target_total: 5744
multi_target_mean_f1: 0.414275
multi_target_exact_accuracy: 0.099060

[no-target]
num_samples: 4673
mean_precision: 0.674299
mean_recall: 0.674299
mean_f1: 0.674299
exact_set_accuracy: 0.674299
cardinality_accuracy: 0.674299
count_class_accuracy: 0.674299
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 2881
total_fn: 0

[single-target]
num_samples: 5646
mean_precision: 0.168969
mean_recall: 0.262310
mean_f1: 0.193382
exact_set_accuracy: 0.115834
cardinality_accuracy: 0.361849
count_class_accuracy: 0.361849
count_class_evaluated: 5646
micro_precision: 0.239141
micro_recall: 0.262310
micro_f1: 0.250190
total_tp: 1481
total_fp: 4712
total_fn: 4165

[multi-target]
num_samples: 5744
mean_precision: 0.417044
mean_recall: 0.431467
mean_f1: 0.414275
exact_set_accuracy: 0.099060
cardinality_accuracy: 0.502960
count_class_accuracy: 0.644150
count_class_evaluated: 5744
micro_precision: 0.428902
micro_recall: 0.377806
micro_f1: 0.401736
total_tp: 5924
total_fp: 7888
total_fn: 9756

[target-count 0]
num_samples: 4673
mean_precision: 0.674299
mean_recall: 0.674299
mean_f1: 0.674299
exact_set_accuracy: 0.674299
cardinality_accuracy: 0.674299
count_class_accuracy: 0.674299
count_class_evaluated: 4673
micro_precision: 0.000000
micro_recall: 0.000000
micro_f1: 0.000000
total_tp: 0
total_fp: 2881
total_fn: 0

[target-count 1]
num_samples: 5646
mean_precision: 0.168969
mean_recall: 0.262310
mean_f1: 0.193382
exact_set_accuracy: 0.115834
cardinality_accuracy: 0.361849
count_class_accuracy: 0.361849
count_class_evaluated: 5646
micro_precision: 0.239141
micro_recall: 0.262310
micro_f1: 0.250190
total_tp: 1481
total_fp: 4712
total_fn: 4165

[target-count 2]
num_samples: 3957
mean_precision: 0.419973
mean_recall: 0.477129
mean_f1: 0.439769
exact_set_accuracy: 0.121304
cardinality_accuracy: 0.520344
count_class_accuracy: 0.517058
count_class_evaluated: 3957
micro_precision: 0.436380
micro_recall: 0.477129
micro_f1: 0.455846
total_tp: 3776
total_fp: 4877
total_fn: 4138

[target-count 3+]
num_samples: 1787
mean_precision: 0.410558
mean_recall: 0.330356
mean_f1: 0.357821
exact_set_accuracy: 0.049804
cardinality_accuracy: 0.464466
count_class_accuracy: 0.925574
count_class_evaluated: 1787
micro_precision: 0.416360
micro_recall: 0.276590
micro_f1: 0.332379
total_tp: 2148
total_fp: 3011
total_fn: 5618
